Movie Spanish,Movie Name real,mi_info,Year,Runtime,Genre,Rating,Director,Language,Country,sinopsis,plataformas,links_plataformas
Superman,Superman,29,2025,129,"Ciencia ficción, Aventura, Acción",7.3,James Gunn,en,United States of America,"En un mundo que ha perdido la fe en la bondad, Superman lucha por reconciliar su herencia kryptoniana con los valores humanos que moldearon su carácter. Criado en la Tierra, representa la verdad, la justicia y el estilo americano, pero debe enfrentarse a un mundo cínico que cuestiona sus ideales. Entre el deber de proteger a la humanidad y la búsqueda de su identidad, Superman demuestra que la esperanza y la bondad nunca pasan de moda, incluso en los tiempos más oscuros, inspirando a otros a creer en un futuro mejor.","Movistar Plus+ Ficción Total , Movistar Plus+, HBO Max Amazon Channel, HBO Max",https://www.themoviedb.org/movie/1061474-superman/watch?locale=ES
Te estoy amando locamente,Te estoy amando locamente,LGTB,2023,104,"Drama, Comedia",7.059,Alejandro Marín,es,Spain,"Sevilla, 1977. En un momento en el que la homosexualidad es delito, Reme, una madre tradicional movida por el amor de su hijo, un adolescente aspirante a artista, se involucrará en el movimiento LGTBI andaluz, gestado paradójicamente en el seno de la Iglesia.","Netflix Standard with Ads, Netflix",https://www.themoviedb.org/movie/1045862-te-estoy-amando-locamente/watch?locale=ES
Tekkonkinkreet,TekkonKinkreet,kuriso,2006,103,"Acción, Aventura, Animación",7.368,Michael Arias,ja,Japan,"En Treasure Town, donde la luna sonríe y los chicos pueden volar, la vida puede ser tan maravillosa como terrible. Kuro y Shiro, dos huérfanos que se buscan la vida como pueden, otean la ciudad como halcones y no paran de meterse en líos. Su reinado en las alturas tocará a su fin cuando aparezca un grupo de mafiosos. La ciudad está en peligro, y Kuro y Shiro están dispuestos a acudir al rescate aunque tengan que enfrentarse a la yakuza y sus ""aliens asesinos"". Basada en el manga de Taiyou Matsumoto, ""Tekkonkinkreet"" combina la animación tradicional con las más moderna tecnología en 3D.",,
Tenemos que hablar de kevin,Tenemos que hablar de Kevin,,2011,112,"Drama, Suspense",7.541,Lynne Ramsay,en,"United Kingdom, United States of America","Adaptación de la novela homónima de Lionel Shriver. Eva, una mujer satisfecha consigo misma, es autora y editora de guías de viaje. Casada desde hace años con Franklin, un fotógrafo que trabaja en publicidad, decide, con casi cuarenta años y tras muchas dudas, tener un hijo. Así nacerá Kevin. Pero, ya desde el principio, empiezan a surgir dificultades...",Filmin,https://www.themoviedb.org/movie/71859-we-need-to-talk-about-kevin/watch?locale=ES
Tesís,Tesis,25,1996,125,"Terror, Suspense",7.5,Alejandro Amenábar,es,Spain,"Ángela, licenciada en ciencias de la información, prepara su tesis sobre la violencia audiovisual. Su director, Figueroa, se compromete a buscarle películas, mientras que un amigo, Chema, la invita a su casa a una sesión de cine gore y pornográfico. Figueroa descubre en la videoteca de la Facultad unas galerías con cientos de videocintas. Poco después muere en extrañas circunstancias. Ángela descubre el cadáver y se da cuenta de que ha sufrido un infarto mientras veía una cinta de vídeo. Ángela se hace con la cinta y hace un terrible descubrimiento: se trata de una snuff movie, una película ilegal en la que se filma al asesinato real de gente inocente. La joven comienza a sospechar que en la Facultad existe una red de tráfico de este tipo de películas. Pero, ¿quién es el responsable de ella?","FlixOlé, Movistar Plus+, Movistar Plus+ Ficción Total , Netflix Standard with Ads, HBO Max, Netflix, HBO Max Amazon Channel, FlixOlé Amazon Channel, Disney Plus",https://www.themoviedb.org/movie/9299-tesis/watch?locale=ES
Testigo de cargo,Testigo de cargo,,1957,116,"Drama, Misterio, Crimen",8.2,Billy Wilder,en,United States of America,"Leonard Vole, un hombre joven y atractivo, es acusado del asesinato de la señora French, una rica anciana con quien mantenía una relacion de carácter amistoso. El presunto móvil del crimen era la posibilidad de heredar los bienes de la difunta. A pesar de que las pruebas en su contra son demoledoras, Sir Wilfrid Roberts, un prestigioso abogado criminalista londinense, se hace cargo de su defensa.",MGM Plus Amazon Channel,https://www.themoviedb.org/movie/37257-witness-for-the-prosecution/watch?locale=ES
Thai dragon,Thai Dragon: El Protector,Plano secuencia,2005,109,"Acción, Crimen, Drama, Suspense",7.117,Prachya Pinkaew,th,"Thailand, Hong Kong, France, Australia",Kham es un joven que vive apaciblemente en su aldea de la Tailandia rural. Pero esta tranquila vida dará un vuelco cuando una banda mafiosa con base en Australia roba sus elefantes trasladándolos a Sidney. Los dos elefantes son más que unos simples animales para Kham y su padre; son dos miembros más de la familia que han sido preparados durante años para regalárselos como signo de devoción al rey de Tailandia. La única posibilidad de recuperar a los animales será adentrarse en una tierra desconocida y luchar contra la banda mafiosa.,,
The act,The Amazing Digital Circus: El Último Acto,,2026,94,"Animación, Ciencia ficción, Drama, Suspense",8.2,Gooseworx,en,Australia,"Con la partida de Caine y el circo en penumbras, al elenco solo le queda la compañía de los errores y traumas de su pasado. Mientras el horizonte de la eternidad se desvanece ante sus ojos, descubren la verdad del circo digital y su historia. ¿Aceptarán lo que descubren? ¿O tomarán... el camino alternativo? Además, posiblemente, en algún momento alguien diga algo gracioso, porque este final no puede ser TAN lúgubre, ¿no?",,
The art of getting by,El arte de pasar de todo,,2011,80,"Drama, Romance",6.564,Gavin Wiesen,en,United States of America,"George, un adolescente inteligente pero solitario y escéptico, cambia de actitud cuando entabla amistad con la bella Sally, una joven de su clase que le gusta desde hacía tiempo y que oculta su melancolía protegiéndose detrás de su máscara de ""la chica más popular del instituto"".",Disney Plus,https://www.themoviedb.org/movie/64678-the-art-of-getting-by/watch?locale=ES
The artist,The Artist,51,2011,100,"Drama, Comedia, Romance",7.442,Michel Hazanavicius,fr,"Belgium, France","Hollywood 1927. George Valentin es una gran estrella del cine mudo a quien la vida sonríe. Pero la llegada del cine sonoro le conducirá al olvido. Por su parte Peppy Miller, una joven actriz, verá impulsada su carrera a lo más alto, al firmamento de las estrellas.","Movistar Plus+, Filmin, Movistar Plus+ Ficción Total , Acontra Plus, Acontra Plus Amazon Channel",https://www.themoviedb.org/movie/74643-the-artist/watch?locale=ES
The babadook ,Babadook,,2014,95,"Drama, Terror",6.534,Jennifer Kent,en,"Australia, Canada","Seis años después de la violenta muerte de su marido, Amelia continúa perdida intentando educar a Samuel, su hijo de seis años, que vive aterrorizado por un monstruo que se le aparece en sueños y amenaza con matarlos. Cuando un inquietante libro de cuentos llamado “The Babadook” aparece en su casa, Samuel se muestra convencido de que el Babadook es la criatura sobre la que ha estado soñando. Cuando sus alucinaciones entran en una espiral fuera de control, se vuelve impredecible y violento. Amelia, muy asustada por el comportamiento de su hijo, se ve forzada a medicarle. Pero cuando comienza a vislumbrar una presencia siniestra a su alrededor, Amelia poco a poco se da cuenta de que aquello sobre lo que Samuel la ha estado advirtiendo puede ser real.",,https://www.themoviedb.org/movie/242224-the-babadook/watch?locale=ES
The big sick,La gran enfermedad del amor,,2017,119,"Comedia, Drama, Romance",7.322,Michael Showalter,en,United States of America,"Cuenta la historia real de Kumail y Emily, una pareja que se conoce en un espectáculo de comedia. Cuando parecía que todo iba a quedarse en un encuentro de una noche, su relación empieza a avanzar a pesar de las diferencias culturales, complicando las vidas de todos por las expectativas que tenían los padres de Kumail, musulmanes estrictos.","Amazon Prime Video, Amazon Prime Video with Ads",https://www.themoviedb.org/movie/416477-the-big-sick/watch?locale=ES
The bothersome man,El inadaptado,,2006,95,"Comedia, Drama, Fantasía",7.067,Jens Lien,no,"Iceland, Norway","Andreas, sin saber cómo, acaba de llegar a una extraña ciudad. Tiene trabajo, casa e incluso esposa, pero nota que algo no va bien. La gente que lo rodea parece vacía y superficial, y sus intentos por escapar a ese tipo de vida se verán abocados al fracaso. (FILMAFFINITY)",,
the boys,Jóvenes ocultos,Serie,1987,97,"Terror, Comedia, Suspense, Drama, Romance",7.105,Joel Schumacher,en,United States of America,"Sam y su hermano mayor Michael son los típicos jóvenes americanos con intereses normales. Pero nada más instalarse en la tranquila ciudad de Santa Carla, California, las cosas misteriosamente empiezan a cambiar. La personalidad de Michael se transforma. Y a su madre no le gustaría ver en lo que se está convirtiendo.",,https://www.themoviedb.org/movie/1547-the-lost-boys/watch?locale=ES
The Children’s Hour,La calumnia,LGTB,1961,107,Drama,7.6,William Wyler,en,United States of America,"Karen y Martha son dos buenas amigas y socias que dirigen una exclusiva escuela privada para niñas, la Escuela Dobie-Wright. Karen está prometida con el doctor Joe Cardin, con el que pretende casarse pronto, aunque Martha le insiste en retrasar la boda, para no acabar sola al frente de la escuela. Una alumna maliciosa y vengativa, despechada por un castigo que ha recibido, oye por casualidad un comentario y lo utiliza, distorsionándolo ante su abuela, para acusar a las profesoras de ser amantes.","Amazon Prime Video, Amazon Prime Video with Ads, Filmin",https://www.themoviedb.org/movie/20139-the-children-s-hour/watch?locale=ES
The dead center,The Dead Center,,2019,93,"Suspense, Terror, Misterio",5.798,Billy Senese,en,United States of America,"El estado mental de un psiquiatra es puesto a prueba y llevado al límite cuando un paciente que sufre amnesia insiste en que ha muerto y ha traído consigo algo ""terrible"" del otro mundo.",,
The den,The Den,plot twist,2013,81,"Terror, Suspense, Misterio",6.086,Zachary Donohue,en,United States of America,"Una mujer joven que estudia los hábitos de los usuarios del chat con webcam desde la aparente seguridad de su apartamento, es testigo de un asesinato brutal y se sumerge rápidamente en una pesadilla.",,
The descent,The Descent,plot twist,2005,99,"Aventura, Terror",6.98,Neil Marshall,en,United Kingdom,"Seis amigas se reúnen en una remota montaña para emprender una expedición espeleológica. Juno, que dirige al grupo es dura, persuasiva y peligrosa. Las demás son las hermanastras Rebecca y Sam, Holly y Beth, una profesora de inglés que va a regañadientes para cuidar de Sarah. Ésta se está recuperando de un colapso mental causado por la muerte de su marido y su hijo un año antes. El grupo queda atrapado en una cueva cuando una roca se desprende y bloquea la salida. Mientras buscan otra salida en medio de un laberinto de túneles, son perseguidas por una raza de hambrientos depredadores.","Tivify, Acontra Plus Amazon Channel, Acontra Plus",https://www.themoviedb.org/movie/9392-the-descent/watch?locale=ES
The double,Kyle Larson contra el doblete,,2026,102,Documental,10.0,Cynthia Hill,en,United States of America,"El bicampeón de NASCAR Kyle Larson afronta el famoso ""Doble"", el desafío de competir en la Indianápolis 500 y en la Coca-Cola 600 en un mismo día. Marcada por el temporal, el agotamiento y los peligros, ofrece una mirada poco común sobre uno de los desafíos más difíciles del automovilismo y sobre el hombre lo bastante valiente para acometerlo.","Amazon Prime Video, Amazon Prime Video with Ads",https://www.themoviedb.org/movie/1688575-kyle-larson-vs-the-double/watch?locale=ES
The expanse,Adam and the Infinite Expanse,,2024,19,,0.0,Abdul Jalloh,nl,,,,
The florida project,The Florida Project,,2017,115,Drama,7.429,Sean Baker,en,United States of America,"Una niña de 6 años y sus amigos pasan el verano en un pequeño motel muy próximo a Disneyworld, mientras sus padres y el resto de adultos que les rodean sufren aún los efectos de la crisis.","Movistar Plus+ Ficción Total , HBO Max, HBO Max Amazon Channel",https://www.themoviedb.org/movie/394117-the-florida-project/watch?locale=ES
The fountain,La fuente de la vida,,2006,96,"Drama, Aventura, Ciencia ficción, Romance",6.911,Darren Aronofsky,en,United States of America,"Es la búsqueda emprendida por Tommy (Hugh Jackman) para salvar a Isabel (Rachel Weisz), la mujer de la que está enamorado. Isabel escritora, lleva meses trabajando en un relato fantástico en el que un vasallo, llamado como él, Tomas, busca el elixir de la inmortalidad. Solo bebiendo del árbol de la vida vivirá eternamente.  Inspirado en la historia que ella ha escrito, se sumerge en el ficticio mundo para investigar y crear un medicamento que cure el cáncer terminal que día a día mata a su amada.  Tommy se verá envuelto en ambos mundos, real y fantástico, hasta aceptar en el que tiene que vivir, donde existen hechos irremediables que no se pueden cambiar.",Tivify,https://www.themoviedb.org/movie/1381-the-fountain/watch?locale=ES
The French Lieutenant’s Woman,La mujer del teniente francés,,1981,123,"Drama, Romance, Historia",6.459,Karel Reisz,en,United Kingdom,"Inglaterra, 1867. Charles Smithson y Ernestina se comprometen poco despues de conocerse, pero piensan casarse muy pronto. Un día, paseando por los acantilados, Charles ve a una joven vestida de negro en el malecón del puerto. Ernestina le dice que se trata de Sarah Woodrof, conocida como ""la mujer del teniente francés"", porque años atrás tuvo una relación amorosa con un oficial francés que luego la abandonó. Charles se hace amigo de Sarah y, al verla tan desvalida, decide tomar medidas para garantizarle un futuro digno y fuera del alcance de las habladurías.",MGM Plus Amazon Channel,https://www.themoviedb.org/movie/12537-the-french-lieutenant-s-woman/watch?locale=ES
The Gift,Premonición,fene,2000,112,"Terror, Drama, Suspense, Misterio",6.483,Sam Raimi,en,United States of America,"Desde el cuarto trasero de su pequeña casa en Georgia, Annie Wilson usa sus talentos telepáticos para adivinar la suerte de sus vecinos. Viuda y con tres hijos que mantener, Annie soporta la pesada carga de tener que acarrear con los problemas de todo el pueblo sobre sus hombros mientras lucha con los suyos propios. Unos días más tarde desaparece Jessica, novia de Wayne, el director de la escuela de los hijos de Annie. Habiendo agotado todas las posibilidades e intuyendo que su “don” puede servir de algo, Wayne y el padre de Jessica, acompañados de las autoridades locales, le piden a Annie que les ayude a solucionar el caso. Al principio Annie no puede proporcionar ninguna pista. A medida que pasa el tiempo se ve atormentada por horribles pesadillas y visiones.",,
The Gods Must Be Crazy,Los dioses deben estar locos,,1980,109,"Acción, Comedia",7.262,Jamie Uys,en,"South Africa, Botswana","Los Bushman son una simpática y apacible tribu africana que vive armoniosamente lejos de la civilización. Un día, Xi, uno de sus miembros, recoge en la llanura una botella vacía de un refresco de Coca-cola. Pensando que se trata de un regalo de los dioses, la lleva a la tribu. El extraño objeto, codiciado por todos, acabará por romper la paz que reinaba entre los Bushman.",Filmin,https://www.themoviedb.org/movie/8393-the-gods-must-be-crazy/watch?locale=ES
The Green Beautiful,Green White Green,fuckmind,2016,102,Comedia,6.7,Abba Makama,en,Nigeria,,,
The Holiday Club,The Holiday Club,LGTB,2024,90,"Romance, Comedia, Drama",6.7,Alexandra Swarens,en,United States of America,,,https://www.themoviedb.org/movie/1382166-the-holiday-club/watch?locale=ES
The immaculate room,The Immaculate Room,,2022,92,"Misterio, Suspense, Drama, Ciencia ficción",5.254,Mukunda Michael Dewil,en,United States of America,"Mike y Kate, una pareja joven, tienen la oportunidad única en la vida de ganar cinco millones de dólares. El reto: Vivir un mes en un espacio en blanco. Aguantar durante treinta días, y los cinco millones son suyos. ¿Cuan dificil puede ser?",,
The incredibly true adventure of two girls in love,La increíble y verdadera historia de 2 mujeres enamoradas,LGTB,1995,94,"Comedia, Drama, Romance",6.268,Maria Maggenti,en,United States of America,Historia de amor de dos lesbianas de diferentes clases sociales.,,
The invisible guest,Contratiempo,plot twist,2017,107,"Drama, Misterio, Suspense",8.079,Oriol Paulo,es,Spain,"Barcelona, España. Adrián Doria, un joven y exitoso empresario acusado de homicidio, se reúne una noche con Virginia Goodman, una abogada experta en interrogatorios, con el propósito de urdir una estrategia de defensa.",,https://www.themoviedb.org/movie/411088-contratiempo/watch?locale=ES
The invitation,La invitación,,2022,105,"Terror, Suspense",5.991,Jessica M. Thompson,en,United States of America,Una joven es cortejada y deslumbrada solo para descubrir que una conspiración gótica está en marcha.,,https://www.themoviedb.org/movie/830788-the-invitation/watch?locale=ES
The jacket,The jacket,,2005,103,"Drama, Misterio, Ciencia ficción, Suspense, Fantasía",6.9,John Maybury,en,"Germany, United States of America","Tras recuperarse de una herida de bala en la cabeza, el veterano de la Guerra del Golfo Jack Starks regresa a su Vermont natal padeciendo amnesia. Cuando le acusan del asesinato de un policía y le envían a un psiquiátrico, el Dr. Becker le somete a un tratamiento controvertido. Le inyectan drogas experimentales, le colocan una chaqueta de fuerza y le encierran durante horas en un depósito de cadáveres de la morgue. Drogado y desorientado, la mente de Starks le lanza hacia el futuro, donde conoce a Jackie y descubrirán que está destinado a morir en cuatro días. Juntos buscarán la forma de salvarle de su destino.",,
The lighthouse,El faro,plot twist,2019,110,"Drama, Fantasía, Suspense",7.472,Robert Eggers,en,"Brazil, United States of America","Ambientada a finales del siglo XIX, cuenta la historia de dos fareros que trabajan juntos en una misteriosa isla perdida de Nueva Inglaterra.","Amazon Prime Video, Amazon Prime Video with Ads",https://www.themoviedb.org/movie/503919-the-lighthouse/watch?locale=ES
The lodge,La cabaña siniestra,plot twist,2020,108,"Terror, Drama, Misterio, Suspense",6.098,Severin Fiala,en,"United Kingdom, United States of America","Grace y Richard acaban de comenzar su relación. Esto supone un pequeño inconveniente para los hijos de este, que no terminan de aceptar a la nueva pareja de su padre. Para su desgracia, estos tienen que pasar las Navidades con Wendy en una cabaña solitaria, alejada de la ciudad. Sin embargo, el trío comienza a conectar aunque resulta ser en el peor momento posibe. Unas fuerzas sobrenaturales comienzan a ser las protagonistas de unos extraños eventos en la cabaña, unos eventos que amenazan con despertar el tortuoso pasado de Grace.",Movistar Plus+ Ficción Total ,https://www.themoviedb.org/movie/474764-the-lodge/watch?locale=ES
The Loneliest Planet,Un planeta solitario,reality,2012,113,"Drama, Romance",5.7,Julia Loktev,en,"United States of America, Germany","Antes de contraer matrimonio, Nica y Alex deciden realizar un viaje a las montañas de Georgia con tan solo una mochila al hombro. El viaje está siendo una experiencia inolvidable. Conviven con la gente del lugar y comparten con los demás todo lo que tienen. Sin embargo, ni Tina ni Alex se defienden hablando georgiano, así que lo mejor es buscar un guía que les enseñe uno de los lugares más bellos de Georgia: el Cáucaso. Tras una intensa búsqueda, la pareja encuentra a Dato, un experto de la zona que les propone hacer una excursión a pie hasta el Cáucaso. La pareja disfruta de unos preciosos paisajes. Sin embargo, el comportamiento de la pareja comienza a cambiar de manera repentina. Todo lo que en su día unió a Nica y a Alex podría romperse en cuestión de segundos…","MUBI Amazon Channel, MUBI",https://www.themoviedb.org/movie/82321-the-loneliest-planet/watch?locale=ES
The miseducation of cameron post,La (des)educación de Cameron Post,LGTB,2018,92,Drama,6.897,Desiree Akhavan,en,"United Kingdom, United States of America","Pennsylvania, 1993. Después de ser sorprendida con otra chica, la adolescente Cameron Post es enviada a un centro de terapia de conversión dirigido por la estricta doctora Lydia Marsh y su hermano, el reverendo Rick, cuyo tratamiento consiste en arrepentirse por sentir «atracción por el mismo sexo». Cameron se hace amiga de sus compañeros Jane y Adam, creando así una nueva familia para enfrentarse a la intolerancia que les rodea.","Amazon Prime Video, Amazon Prime Video with Ads",https://www.themoviedb.org/movie/426613-the-miseducation-of-cameron-post/watch?locale=ES
The mist,La niebla,plot twist,2007,124,"Terror, Ciencia ficción, Suspense",6.945,Frank Darabont,en,United States of America,"En un pequeño pueblo de Maine, estalla de repente una violenta tormenta que termina tan bruscamente como comenzó. Entonces surge una espesa niebla que va entrando en casas y supermercados, atrapando y matando a todos los que se ven envueltos por la oscuridad.",Lionsgate+ Amazon Channels,https://www.themoviedb.org/movie/5876-the-mist/watch?locale=ES
The place beyond the pines,Cruce de caminos,,2013,135,"Drama, Crimen",6.982,Derek Cianfrance,en,United States of America,"Un artista circense, rebelde, misterioso y mujeriego, Luke (Ryan Gosling), se entera que ha sido padre con su antigua amante, Romina, (Eva Mendes). De inmediato, decide cambiar de vida y aceptar la responsabilidad de la paternidad. El problema es que educar un niño, requiere de los ingresos económicos de los que no dispone en ese momento, por lo que decide junto con otro individuo empezar a asaltar bancos para ganar algo de dinero de manera fácil y rápida, utilizando su capacidad de motociclista para lograrlo. Su carrera delictiva se ve estorbada por un policía que empieza a seguir su huella, Avery Cross, (Bradley Cooper), un joven, novato y ambicioso, el cual trabaja en un departamento dirigido por un detective corrupto",,https://www.themoviedb.org/movie/97367-the-place-beyond-the-pines/watch?locale=ES
The protector,Thai Dragon: El Protector,Plano secuencia,2005,109,"Acción, Crimen, Drama, Suspense",7.117,Prachya Pinkaew,th,"Thailand, Hong Kong, France, Australia",Kham es un joven que vive apaciblemente en su aldea de la Tailandia rural. Pero esta tranquila vida dará un vuelco cuando una banda mafiosa con base en Australia roba sus elefantes trasladándolos a Sidney. Los dos elefantes son más que unos simples animales para Kham y su padre; son dos miembros más de la familia que han sido preparados durante años para regalárselos como signo de devoción al rey de Tailandia. La única posibilidad de recuperar a los animales será adentrarse en una tierra desconocida y luchar contra la banda mafiosa.,,
The quiet man,El hombre tranquilo,john ford,1952,129,"Romance, Comedia, Drama",7.3,John Ford,en,United States of America,"Después de matar a su oponente durante un combate, un boxeador decide volver a su Irlanda natal para dejar atrás su pasado. Nada más llegar, se enamora de Mary Kate Danaher, una mujer muy temperamental, y decide casarse con ella a pesar de que su hermanastro se opone al matrimonio.","Amazon Prime Video, Amazon Prime Video with Ads",https://www.themoviedb.org/movie/3109-the-quiet-man/watch?locale=ES
the rehearsal,The Rehearsal,,2016,98,Drama,5.2,Alison Maclean,en,New Zealand,Un estudiante de interpretación usa el escándalo familiar de su novia como material para crear la función de fin de curso de la escuela de arte dramático.,,
The room,La habitación (The room),,2019,99,"Terror, Drama, Misterio, Ciencia ficción",6.409,Christian Volckman,en,"Belgium, France, Luxembourg","Matt y Kate compran una casa aislada. A medida que se mudan, descubren una habitación extraña que les da un número ilimitado de deseos materiales. Pero, como Kate ha tenido dos abortos involuntarios, lo que más extrañan es un niño.",,https://www.themoviedb.org/movie/582913-the-room/watch?locale=ES
The rover,The Rover,,2014,103,"Crimen, Drama",6.268,David Michôd,en,Australia,"Diez años después de la caída de la economía occidental, las minas australianas continúan en actividad y atraen a los hombres más desesperados e incluso los más peligrosos. En medio de una sociedad moribunda, sobrevivir es una combata de cada día y no hay leyes. Eric abandonó todo. Ahora es un vagabundo, un hombre solo, un hombre amargado. Cuando una pandilla le roba lo único que le queda, su coche, decide perseguir a sus miembros. Para encontrarlos, sólo puede contar con Rey, un antiguo miembro de la banda, abandonado por sus amigos cuando recibió una herida. Los dos hombres están obligados a hacer equipo y emprenden un recorrido lleno de sorpresas.",Filmin,https://www.themoviedb.org/movie/157845-the-rover/watch?locale=ES
The sinner,Die junge Sünderin,Serie,1960,93,"Drama, Romance",5.5,Rudolf Jugert,de,Germany,,,
The skeleton key,La llave del mal,plot twist,2005,104,"Drama, Terror, Misterio, Suspense",6.627,Iain Softley,en,"Germany, United States of America","Después de abandonar su trabajo de enfermera en una clínica, Caroline (Hudson) es contratada para cuidar de un anciano que ha sufrido una embolia, aunque la esposa de éste (Rowlands) la acoge con bastante recelo. El matrimonio vive en una siniestra mansión sureña en las afueras de Nueva Orleáns, en el delta del Mississippi (Louisiana). Intrigada por las extrañas costumbres de la enigmática pareja, Caroline decide explorar la casa. Armada con una llave maestra, empieza a abrir todas las puertas hasta que descubre un desván secreto que contiene un terrible secreto.",,https://www.themoviedb.org/movie/9913-the-skeleton-key/watch?locale=ES
The skeleton twins,The Skeleton Twins,,2014,90,Drama,6.655,Craig Johnson,en,United States of America,"Después de eludir la muerte el mismo día, los distanciados gemelos Milo y Maggie se reúnen para encontrar una explicación razonable del negativo rumbo de sus vidas.",,https://www.themoviedb.org/movie/244772-the-skeleton-twins/watch?locale=ES
The tenant,El quimérico inquilino,plot twist,1976,126,"Suspense, Misterio, Drama",7.6,Roman Polanski,en,France,"Un tímido conserje se muda a una habitación, en la que una chica intentó suicidarse arrojándose por la ventana. A medida que pasa el tiempo, el nuevo inquilino empieza a temer que sus vecinos intenten provocar en él un estado de paranoia que lo induzca también a saltar por la ventana.",,https://www.themoviedb.org/movie/11482-le-locataire/watch?locale=ES
The Thirteenth Floor,Nivel 13,,1999,101,"Suspense, Ciencia ficción, Misterio",7.067,Josef Rusnak,en,United States of America,"Hannon Fuller, un magnate de los negocios y empresario emprendedor, muere en extrañas circunstancias. Su amigo y mano derecha, Douglas Hall, se ve lanzado a un mundo de crímenes y decepciones, llegando a descubrir que Fuller llevaba una peligrosa doble vida que se movía entre dos mundos paralelos: uno en 1937 y otro en el presente.",Filmin,https://www.themoviedb.org/movie/1090-the-thirteenth-floor/watch?locale=ES
The unbelievable truth,La increíble verdad,,1990,90,"Comedia, Drama, Romance",6.852,Hal Hartley,en,United States of America,"Josh (Robert Burke) es un ex presidiario que, tras salir de la cárcel con las mejores intenciones, regresa a su hogar natal en Lindenhurst, Long Island. Allí es contratado como mecánico por Vic Hugo (Christopher Cooke), el dueño de un garaje, y se enamora de su hija Audry (Adrienne Shelly)... Película que supuso el debut de uno de los más admirados directores del cine independiente de los noventa. Rodada con poquísimo presupueto y apenas 11 días de rodaje.",,
The vanishing,Desaparecida,plot twist,1988,101,"Suspense, Misterio",7.418,George Sluizer,nl,"Netherlands, France, Germany","Rex y Saskia son una pareja de holandeses de vacaciones en Francia. En una gasolinera, Saskia desaparece sin dejar rastro. Rex dedica tres años de su vida a intentar encontrar a su novia sin éxito. Un día empieza a recibir postales de alguien que promete revelarle qué le pasó a Saskia. El supuesto secuestrador, un tipo llamado Raymond Lemorne, es un personaje escalofriante a quien Rex sigue la corriente en su obsesión de conocer la verdad sobre la desaparición de su amada. Y la verdad, quizá, sea más siniestra de lo que él nunca se atrevió a imaginar...",Filmin,https://www.themoviedb.org/movie/8740-spoorloos/watch?locale=ES
The wicker man,El hombre de mimbre,plot twist,1973,94,Terror,7.338,Robin Hardy,en,United Kingdom,"Una carta que hace sospechar que una joven desaparecida ha sido asesinada lleva al sargento Howie de Scotland Yard hasta Summerisle, una isla en la costa de Inglaterra. Allí el inspector se entera de que hay una especie de culto pagano, y conoce a Lord Summerisle, el líder religioso de la isla.","Movistar Plus+ Ficción Total , FlixOlé, FlixOlé Amazon Channel",https://www.themoviedb.org/movie/16307-the-wicker-man/watch?locale=ES
the wild robot,Robot salvaje,,2024,101,"Familia, Animación, Ciencia ficción, Aventura",8.314,Chris Sanders,en,United States of America,"Esta aventura épica cuenta la historia de una robot, Rozzum 7-1-3-4, ""Roz"" para abreviar, que naufraga en una isla inhabitada y debe aprender a adaptarse a los entornos rigurosos construyendo relaciones con los animales de la isla y convirtiéndose en la madre adoptiva de una cría de ganso huérfana.","Movistar Plus+ Ficción Total , Movistar Plus+",https://www.themoviedb.org/movie/1184918-the-wild-robot/watch?locale=ES
This is england,This Is England,,2007,100,"Drama, Crimen",7.468,Shane Meadows,en,United Kingdom,"Durante las vacaciones de verano de 1983, Shaun, un niño solitario cuyo padre ha muerto en la guerra de Las Malvinas, es adoptado por un grupo de cabezas rapadas (skinheads). Con sus nuevos amigos, Shaun descubre las fiestas, su primer amor y las botas Dr. Martins. Uno de sus amigos es Combo, un skin racista que acaba de salir de la cárcel.","Amazon Prime Video, Movistar Plus+, Amazon Prime Video with Ads, Filmin, Movistar Plus+ Ficción Total ",https://www.themoviedb.org/movie/11798-this-is-england/watch?locale=ES
This is spinal tap,This Is Spinal Tap,109,1984,82,"Comedia, Música",7.419,Rob Reiner,en,United States of America,"Documental, más bien rockumental, sobre la banda de rock más ruidosa de la historia, el grupo de heavy metal ""Spinal Tap"". (FILMAFFINITY)","Movistar Plus+ Ficción Total , Movistar Plus+, Filmin",https://www.themoviedb.org/movie/11031-this-is-spinal-tap/watch?locale=ES
This is us,Ahí os quedáis,Serie,2014,103,"Drama, Comedia",6.638,Shawn Levy,en,United States of America,"La muerte del patriarca de la familia congrega por primera vez en años al clan de los Foxman. Judd, está de luto doble, no sólo ha muerto su padre, tambien lo ha hecho su matrimonio. Jen, su mujer, tiene un romance con su jefe que está en boca de todos.",,https://www.themoviedb.org/movie/239678-this-is-where-i-leave-you/watch?locale=ES
Three identical strangers,Tres idénticos desconocidos,plot twist,2018,96,Documental,7.302,Tim Wardle,en,United Kingdom,"Nueva York, 1980. Tres gemelos que fueron separados al nacer y adoptados por familias distintas se reencuentran por azar siendo adultos. Este golpe del destino expone ante la opinión pública el experimento al que han sido sometidos sin saberlo desde su nacimiento. Un secreto extraordinario y perturbador que va más allá de sus propias vidas, y que podría transformar nuestra comprensión de la naturaleza humana para siempre.",,https://www.themoviedb.org/movie/489988-three-identical-strangers/watch?locale=ES
